 No. ,������,�����ѷ�,ȭ��,Ű,��ż����㸮�ѷ�,������,�Ӹ��ѷ�,�߱���,����,������,������,����������,����������,������,����ȭ,BMI����
 121 ,20130415,93.5 cm,83.4 cm,167.4 cm,80.8 cm (31.8 in),73.5 cm,57.9 cm,24.9 cm,9.8 cm,76.9 kg,95-168,95-L(80)-168,80-M(74.8)-168,58ȣ,250mm,27.5
 122 ,20130415,101.5 cm,88.0 cm,175.6 cm,85.9 cm (33.8 in),77.5 cm,56.4 cm,25.7 cm,9.2 cm,75.7 kg,100-178,100-L(84)-178,85-S(76.2)-178,56ȣ,260mm,24.5
 123 ,20130415,104.5 cm,88.5 cm,177.7 cm,94.4 cm (37.2 in),78.4 cm,58.3 cm,27.0 cm,9.8 cm,82.2 kg,105-178,105-L(84)-178,95-M(79.2)-178,58ȣ,270mm,26.0
 124 ,20130415,93.8 cm,83.8 cm,166.8 cm,78.5 cm (30.9 in),73.6 cm,55.9 cm,25.2 cm,8.7 cm,62.4 kg,95-168,95-L(80)-168,80-M(74.8)-168,56ȣ,255mm,22.8
 125 ,20130415,101.8 cm,86.8 cm,173.8 cm,91.5 cm (36.0 in),76.5 cm,57.8 cm,27.2 cm,10.1 cm,75.8 kg,100-173,100-L(82)-173,90-M(77)-173,58ȣ,275mm,25.1
 126 ,20130415,112.1 cm,87.5 cm,175.6 cm,103.6 cm (40.8 in),77.3 cm,59.9 cm,26.9 cm,10.1 cm,93.8 kg,110-178,110-M(82)-178,105-M(79.2)-178,60ȣ,270mm,30.4
 127 ,20130415,112.4 cm,86.2 cm,172.5 cm,112.8 cm (44.4 in),75.9 cm,59.4 cm,24.9 cm,10.4 cm,96.2 kg,110-173,110-M(80)-173,105-M(79.2)-178,59ȣ,250mm,32.4
 128 ,20130415,106.6 cm,88.1 cm,175.8 cm,94.5 cm (37.2 in),77.4 cm,57.8 cm,28.5 cm,10.2 cm,78.9 kg,105-178,105-L(84)-178,95-M(77)-173,58ȣ,285mm,25.5
 129 ,20130415,93.0 cm,86.0 cm,171.5 cm,82.2 cm (32.4 in),75.4 cm,56.7 cm,25.8 cm,8.9 cm,59.3 kg,95-173,95-L(82)-173,80-S(74)-173,57ȣ,260mm,20.2
 130 ,20130415,103.9 cm,89.0 cm,179.0 cm,88.7 cm (34.9 in),78.7 cm,60.5 cm,27.6 cm,9.4 cm,86.1 kg,105-178,105-L(84)-178,90-M(79.2)-178,61ȣ,280mm,26.9
 131 ,20130415,104.4 cm,90.3 cm,180.2 cm,82.9 cm (32.6 in),79.3 cm,59.4 cm,26.6 cm,9.9 cm,82.9 kg,105-178,105-L(84)-178,85-M(79.2)-178,59ȣ,270mm,25.7
 132 ,20130415,97.0 cm,82.7 cm,164.5 cm,81.9 cm (32.2 in),72.5 cm,54.2 cm,25.1 cm,8.4 cm,60.0 kg,95-168,95-L(80)-168,80-S(71.8)-168,54ȣ,255mm,22.2
 133 ,20130415,102.9 cm,87.1 cm,173.6 cm,89.1 cm (35.1 in),76.6 cm,58.0 cm,26.1 cm,9.4 cm,76.6 kg,105-173,105-L(82)-173,90-M(77)-173,58ȣ,265mm,25.4
 134 ,20130415,101.2 cm,82.5 cm,165.1 cm,85.7 cm (33.7 in),72.6 cm,57.0 cm,25.0 cm,10.0 cm,67.1 kg,100-168,100-L(80)-168,85-S(71.8)-168,57ȣ,250mm,24.7
 135 ,20130415,90.8 cm,84.5 cm,169.8 cm,74.3 cm (29.3 in),74.9 cm,58.7 cm,25.2 cm,9.6 cm,58.7 kg,90-168,90-M(80)-173,75-M(74.8)-168,59ȣ,255mm,20.3
 136 ,20130415,100.5 cm,85.3 cm,171.3 cm,79.4 cm (31.3 in),75.3 cm,56.9 cm,26.4 cm,10.5 cm,64.8 kg,100-173,100-L(82)-173,80-S(74)-173,57ȣ,265mm,22.1
 137 ,20130415,105.4 cm,88.0 cm,175.5 cm,93.3 cm (36.7 in),77.6 cm,59.5 cm,27.4 cm,10.4 cm,79.7 kg,105-178,105-L(84)-178,95-M(77)-173,59ȣ,275mm,25.9
 138 ,20130415,91.3 cm,89.2 cm,179.3 cm,82.3 cm (32.4 in),79.2 cm,57.1 cm,27.4 cm,10.1 cm,65.1 kg,90-178,95-L(84)-178,80-M(79.2)-178,57ȣ,275mm,20.2
 139 ,20130415,91.9 cm,86.1 cm,172.4 cm,76.7 cm (30.2 in),76.1 cm,56.9 cm,26.7 cm,8.8 cm,57.0 kg,90-173,95-L(82)-173,75-M(77)-173,57ȣ,270mm,19.2
 140 ,20130415,91.0 cm,87.4 cm,174.9 cm,74.5 cm (29.3 in),77.2 cm,57.1 cm,28.2 cm,9.7 cm,60.4 kg,90-173,95-L(84)-178,75-M(77)-173,57ȣ,285mm,19.7
 141 ,20130415,111.1 cm,90.5 cm,180.7 cm,95.4 cm (37.6 in),79.5 cm,57.3 cm,27.5 cm,9.1 cm,82.1 kg,110-178,110-M(85)-185,95-M(79.2)-178,57ȣ,275mm,25.2
 142 ,20130415,106.6 cm,91.4 cm,183.2 cm,89.6 cm (35.3 in),80.7 cm,59.2 cm,27.5 cm,9.6 cm,81.1 kg,105-185,105-M(85)-185,90-M(82.3)-185,59ȣ,275mm,24.1
 143 ,20130415,105.5 cm,83.3 cm,167.5 cm,101.9 cm (40.1 in),73.6 cm,58.9 cm,26.2 cm,9.2 cm,86.5 kg,105-168,105-M(78)-168,100-M(77)-173,59ȣ,265mm,30.9
 144 ,20130415,95.9 cm,90.4 cm,180.9 cm,80.3 cm (31.6 in),79.8 cm,58.2 cm,27.9 cm,10.2 cm,67.8 kg,95-178,100-L(87)-185,80-M(79.2)-178,58ȣ,280mm,20.7
 145 ,20130415,88.3 cm,88.9 cm,176.9 cm,74.7 cm (29.4 in),78.1 cm,56.0 cm,26.6 cm,10.0 cm,53.6 kg,90-178,90-M(82)-178,75-M(79.2)-178,56ȣ,270mm,17.1
 146 ,20130415,89.7 cm,89.3 cm,178.0 cm,77.8 cm (30.6 in),78.4 cm,54.3 cm,26.5 cm,9.5 cm,60.2 kg,90-178,90-M(82)-178,80-M(79.2)-178,54ȣ,265mm,19.0
 147 ,20130415,102.0 cm,86.7 cm,174.0 cm,89.3 cm (35.1 in),76.7 cm,57.9 cm,25.7 cm,9.7 cm,73.6 kg,100-173,100-L(84)-178,90-M(77)-173,58ȣ,260mm,24.3
 148 ,20130415,101.0 cm,84.5 cm,168.5 cm,86.4 cm (34.0 in),74.3 cm,56.1 cm,26.9 cm,9.5 cm,71.6 kg,100-168,100-L(80)-168,85-M(74.8)-168,56ȣ,270mm,25.2
 149 ,20130415,100.4 cm,84.9 cm,170.4 cm,95.0 cm (37.4 in),75.2 cm,57.4 cm,25.8 cm,9.5 cm,72.7 kg,100-168,100-L(82)-173,95-M(77)-173,57ȣ,260mm,25.1
 150 ,20130415,86.9 cm,86.7 cm,172.7 cm,68.4 cm (26.9 in),75.9 cm,55.8 cm,25.3 cm,10.8 cm,54.0 kg,90-173,90-M(80)-173,70-M(77)-173,56ȣ,255mm,18.1
 151 ,20130415,120.4 cm,91.5 cm,183.8 cm,106.3 cm (41.9 in),80.9 cm,61.0 cm,26.8 cm,9.9 cm,106.4 kg,120-185,120-M(85)-185,105-M(82.3)-185,61ȣ,270mm,31.5
 152 ,20130415,101.2 cm,83.0 cm,165.8 cm,88.7 cm (34.9 in),72.9 cm,58.3 cm,24.5 cm,9.2 cm,71.0 kg,100-168,100-L(80)-168,90-S(71.8)-168,58ȣ,245mm,25.8
 153 ,20130415,89.0 cm,85.2 cm,171.1 cm,74.0 cm (29.1 in),75.5 cm,54.2 cm,26.6 cm,10.3 cm,62.6 kg,90-173,90-M(80)-173,75-M(77)-173,54ȣ,270mm,21.3
 154 ,20130415,94.6 cm,91.0 cm,182.7 cm,88.4 cm (34.8 in),80.5 cm,57.9 cm,29.0 cm,9.6 cm,73.7 kg,95-185,95-M(85)-185,90-M(82.3)-185,58ȣ,290mm,22.0
 155 ,20130415,105.6 cm,85.8 cm,172.4 cm,98.5 cm (38.8 in),76.0 cm,57.1 cm,27.9 cm,10.4 cm,84.1 kg,105-173,105-L(82)-173,100-M(77)-173,57ȣ,280mm,28.3
 156 ,20130415,89.3 cm,91.3 cm,182.7 cm,79.9 cm (31.4 in),80.5 cm,57.7 cm,27.3 cm,10.0 cm,59.1 kg,90-178,90-M(85)-185,80-M(82.3)-185,58ȣ,275mm,17.7
 157 ,20130415,94.7 cm,89.6 cm,179.7 cm,78.4 cm (30.9 in),79.1 cm,54.7 cm,26.5 cm,10.0 cm,64.1 kg,95-178,95-L(84)-178,80-M(79.2)-178,55ȣ,265mm,19.9
 158 ,20130415,92.6 cm,89.0 cm,178.8 cm,92.6 cm (36.4 in),78.7 cm,57.2 cm,26.3 cm,8.8 cm,64.9 kg,95-178,95-L(84)-178,95-M(79.2)-178,57ȣ,265mm,20.3
 159 ,20130415,89.3 cm,84.3 cm,169.0 cm,75.1 cm (29.6 in),74.6 cm,56.0 cm,26.2 cm,9.6 cm,55.9 kg,90-168,90-M(80)-173,75-M(74.8)-168,56ȣ,265mm,19.6
 160 ,20130415,98.6 cm,88.0 cm,176.1 cm,82.1 cm (32.3 in),77.5 cm,55.5 cm,24.8 cm,9.6 cm,60.4 kg,100-178,100-L(84)-178,80-S(76.2)-178,55ȣ,250mm,19.5
 161 ,20130415,98.6 cm,91.8 cm,183.1 cm,87.9 cm (34.6 in),80.5 cm,58.6 cm,27.0 cm,10.6 cm,76.2 kg,100-185,100-L(87)-185,90-M(82.3)-185,59ȣ,270mm,22.7
 162 ,20130415,94.5 cm,85.7 cm,171.8 cm,79.2 cm (31.2 in),75.8 cm,56.0 cm,26.0 cm,9.1 cm,62.7 kg,95-173,95-L(82)-173,80-M(77)-173,56ȣ,260mm,21.3
 163 ,20130415,96.7 cm,86.1 cm,172.8 cm,90.2 cm (35.5 in),76.0 cm,60.2 cm,26.8 cm,10.0 cm,75.9 kg,95-173,95-L(82)-173,90-M(77)-173,60ȣ,270mm,25.4
 164 ,20130415,100.4 cm,89.9 cm,179.6 cm,85.8 cm (33.8 in),79.0 cm,58.8 cm,26.0 cm,10.1 cm,73.6 kg,100-178,100-L(84)-178,85-M(79.2)-178,59ȣ,260mm,22.8
 165 ,20130415,94.2 cm,85.0 cm,169.8 cm,76.9 cm (30.3 in),75.0 cm,56.5 cm,24.4 cm,9.0 cm,65.6 kg,95-168,95-L(82)-173,75-M(74.8)-168,56ȣ,245mm,22.7
 166 ,20130415,94.4 cm,81.8 cm,164.2 cm,74.5 cm (29.3 in),72.2 cm,53.2 cm,25.8 cm,10.6 cm,62.8 kg,95-168,95-L(80)-168,75-M(74.8)-168,53ȣ,260mm,23.3
 167 ,20130415,93.7 cm,89.8 cm,180.3 cm,83.8 cm (33.0 in),79.3 cm,55.0 cm,27.4 cm,9.4 cm,58.7 kg,95-178,95-L(84)-178,85-M(79.2)-178,55ȣ,275mm,18.1
 168 ,20130415,85.7 cm,84.1 cm,168.4 cm,67.2 cm (26.5 in),74.2 cm,55.6 cm,23.7 cm,9.3 cm,51.5 kg,90-168,90-M(78)-168,70-M(77)-173,56ȣ,240mm,18.2
 169 ,20130415,94.0 cm,85.6 cm,171.7 cm,74.9 cm (29.5 in),75.8 cm,56.4 cm,25.1 cm,8.9 cm,60.3 kg,95-173,95-L(82)-173,75-M(77)-173,56ȣ,255mm,20.5
 170 ,20130415,98.7 cm,89.0 cm,178.2 cm,84.2 cm (33.1 in),78.5 cm,57.1 cm,27.0 cm,9.3 cm,72.6 kg,100-178,100-L(84)-178,85-M(79.2)-178,57ȣ,270mm,22.9
 171 ,20130415,98.8 cm,85.5 cm,171.7 cm,85.1 cm (33.5 in),75.6 cm,57.2 cm,26.0 cm,8.8 cm,69.3 kg,100-173,100-L(82)-173,85-M(77)-173,57ȣ,260mm,23.5
 172 ,20130415,105.8 cm,90.1 cm,179.4 cm,86.2 cm (33.9 in),79.1 cm,57.2 cm,29.1 cm,9.9 cm,80.7 kg,105-178,105-L(84)-178,85-M(79.2)-178,57ȣ,295mm,25.1
 173 ,20130415,93.9 cm,83.7 cm,168.4 cm,83.3 cm (32.8 in),74.2 cm,59.5 cm,26.5 cm,9.1 cm,61.9 kg,95-168,95-L(80)-168,85-M(74.8)-168,60ȣ,265mm,21.7
 174 ,20130415,90.6 cm,85.4 cm,170.9 cm,83.8 cm (33.0 in),75.2 cm,56.5 cm,24.3 cm,9.3 cm,55.4 kg,90-173,90-M(80)-173,85-M(77)-173,56ȣ,245mm,19.0
 175 ,20130415,92.9 cm,81.8 cm,164.1 cm,89.3 cm (35.1 in),72.2 cm,56.9 cm,25.9 cm,9.0 cm,58.4 kg,95-168,95-L(80)-168,90-S(71.8)-168,57ȣ,260mm,21.7
 176 ,20130415,95.7 cm,81.6 cm,163.0 cm,79.5 cm (31.3 in),71.7 cm,55.8 cm,24.1 cm,9.0 cm,59.3 kg,95-168,95-L(80)-168,80-S(71.8)-168,56ȣ,245mm,22.3
 177 ,20130415,95.3 cm,93.8 cm,188.3 cm,86.5 cm (34.1 in),82.9 cm,58.0 cm,28.0 cm,9.0 cm,75.7 kg,95-185,100-L(87)-185,85-M(82.3)-185,58ȣ,280mm,21.4
 178 ,20130415,108.1 cm,81.5 cm,162.6 cm,94.4 cm (37.2 in),71.5 cm,59.3 cm,24.7 cm,9.4 cm,78.2 kg,110-168,110-M(78)-168,95-S(71.8)-168,59ȣ,250mm,29.5
 179 ,20130415,89.3 cm,86.4 cm,173.2 cm,82.6 cm (32.5 in),76.3 cm,55.4 cm,26.3 cm,9.3 cm,55.8 kg,90-173,90-M(80)-173,85-M(77)-173,55ȣ,265mm,18.6
 180 ,20130415,104.0 cm,86.0 cm,172.7 cm,92.0 cm (36.2 in),76.2 cm,57.4 cm,26.7 cm,10.3 cm,73.7 kg,105-173,105-L(82)-173,90-M(77)-173,57ȣ,270mm,24.7
 181 ,20130415,92.0 cm,90.2 cm,180.1 cm,77.5 cm (30.5 in),79.4 cm,55.3 cm,27.8 cm,9.3 cm,72.9 kg,90-178,95-L(84)-178,80-M(79.2)-178,55ȣ,280mm,22.5
 182 ,20130415,112.2 cm,85.9 cm,172.6 cm,92.1 cm (36.3 in),76.3 cm,56.6 cm,25.7 cm,9.8 cm,85.6 kg,110-173,110-M(80)-173,90-M(77)-173,57ȣ,260mm,28.7
 183 ,20130415,93.6 cm,86.9 cm,174.4 cm,89.9 cm (35.4 in),77.1 cm,55.8 cm,24.7 cm,8.5 cm,70.5 kg,95-173,95-L(84)-178,90-M(77)-173,56ȣ,250mm,23.2
 184 ,20130415,97.8 cm,90.1 cm,179.6 cm,65.8 cm (25.9 in),79.2 cm,56.0 cm,26.2 cm,10.7 cm,71.0 kg,100-178,100-L(87)-185,70-M(77)-173,56ȣ,265mm,22.0
 185 ,20130415,103.3 cm,87.7 cm,176.1 cm,104.2 cm (41.0 in),77.5 cm,59.5 cm,28.0 cm,9.3 cm,91.6 kg,105-178,105-L(84)-178,105-M(79.2)-178,59ȣ,280mm,29.5
 186 ,20130415,96.0 cm,85.9 cm,171.3 cm,81.7 cm (32.2 in),75.7 cm,58.4 cm,26.1 cm,10.1 cm,63.6 kg,95-173,95-L(82)-173,80-M(77)-173,58ȣ,265mm,21.7
 187 ,20130415,96.5 cm,84.8 cm,170.0 cm,72.3 cm (28.5 in),75.0 cm,57.9 cm,27.0 cm,9.1 cm,67.2 kg,95-168,95-L(82)-173,75-M(74.8)-168,58ȣ,270mm,23.2
 188 ,20130415,83.8 cm,83.4 cm,166.7 cm,65.2 cm (25.7 in),73.5 cm,53.3 cm,25.5 cm,9.6 cm,49.2 kg,90-168,90-M(78)-168,70-M(77)-173,53ȣ,255mm,17.7
 189 ,20130415,93.3 cm,91.1 cm,181.8 cm,81.3 cm (32.0 in),80.2 cm,58.3 cm,28.6 cm,10.6 cm,73.7 kg,95-185,95-M(85)-185,80-M(82.3)-185,58ȣ,290mm,22.3
 190 ,20130415,91.7 cm,90.1 cm,179.5 cm,76.1 cm (30.0 in),79.0 cm,55.5 cm,25.7 cm,9.6 cm,62.9 kg,90-178,95-L(84)-178,75-M(79.2)-178,55ȣ,260mm,19.5
 191 ,20130415,119.6 cm,85.9 cm,171.6 cm,114.2 cm (45.0 in),75.6 cm,59.5 cm,25.1 cm,9.6 cm,94.2 kg,115-173,120-M(82)-178,105-M(79.2)-178,60ȣ,255mm,32.0
 192 ,20130415,110.7 cm,91.0 cm,182.4 cm,103.8 cm (40.9 in),80.2 cm,60.7 cm,28.2 cm,9.9 cm,96.1 kg,110-185,110-M(85)-185,105-M(82.3)-185,61ȣ,285mm,28.8
 193 ,20130415,88.7 cm,89.6 cm,178.8 cm,85.3 cm (33.6 in),78.9 cm,55.5 cm,29.7 cm,9.3 cm,63.1 kg,90-178,90-M(82)-178,85-M(79.2)-178,56ȣ,300mm,19.7
 194 ,20130415,94.9 cm,88.8 cm,178.2 cm,66.5 cm (26.2 in),78.4 cm,54.6 cm,26.5 cm,10.9 cm,64.7 kg,95-178,95-L(84)-178,70-M(77)-173,55ȣ,265mm,20.4
 195 ,20130415,99.8 cm,83.9 cm,168.6 cm,83.5 cm (32.9 in),74.3 cm,56.2 cm,24.0 cm,9.8 cm,61.4 kg,100-168,100-L(80)-168,85-M(74.8)-168,56ȣ,240mm,21.6
 196 ,20130415,114.5 cm,85.6 cm,171.9 cm,100.9 cm (39.7 in),75.6 cm,60.5 cm,25.4 cm,9.6 cm,91.1 kg,115-173,115-M(80)-173,100-M(77)-173,61ȣ,255mm,30.7
 197 ,20130415,97.3 cm,86.7 cm,172.8 cm,85.8 cm (33.8 in),76.2 cm,56.7 cm,25.9 cm,10.3 cm,77.4 kg,95-173,95-L(82)-173,85-M(77)-173,57ȣ,260mm,25.9
 198 ,20130415,94.1 cm,85.3 cm,170.7 cm,79.4 cm (31.3 in),75.2 cm,56.1 cm,27.0 cm,9.3 cm,59.7 kg,95-173,95-L(82)-173,80-S(74)-173,56ȣ,270mm,20.5
 199 ,20130415,97.0 cm,89.7 cm,179.8 cm,87.1 cm (34.3 in),79.2 cm,57.6 cm,26.4 cm,9.4 cm,66.1 kg,95-178,95-L(84)-178,85-M(79.2)-178,58ȣ,265mm,20.5
 200 ,20130415,92.9 cm,87.4 cm,174.1 cm,75.5 cm (29.7 in),76.8 cm,56.7 cm,25.7 cm,8.9 cm,59.8 kg,95-173,95-L(84)-178,75-M(77)-173,57ȣ,260mm,19.9
 201 ,20130415,92.1 cm,89.3 cm,177.9 cm,84.4 cm (33.2 in),78.2 cm,56.9 cm,26.2 cm,9.5 cm,65.8 kg,90-178,95-L(84)-178,85-M(79.2)-178,57ȣ,265mm,20.8
 202 ,20130415,117.1 cm,89.3 cm,179.3 cm,99.2 cm (39.1 in),79.0 cm,58.7 cm,26.8 cm,9.8 cm,94.9 kg,115-178,115-M(85)-185,100-M(79.2)-178,59ȣ,270mm,29.5
 203 ,20130415,97.2 cm,88.0 cm,176.8 cm,72.6 cm (28.6 in),77.8 cm,56.2 cm,27.9 cm,10.2 cm,69.9 kg,95-178,95-L(84)-178,75-M(79.2)-178,56ȣ,280mm,22.4
 204 ,20130415,100.6 cm,86.1 cm,173.0 cm,83.2 cm (32.8 in),76.0 cm,57.0 cm,26.3 cm,9.9 cm,69.1 kg,100-173,100-L(82)-173,85-M(77)-173,57ȣ,265mm,23.2
 205 ,20130415,106.9 cm,85.3 cm,171.2 cm,96.1 cm (37.8 in),75.3 cm,59.3 cm,24.6 cm,8.5 cm,77.4 kg,105-173,105-L(82)-173,95-M(77)-173,59ȣ,250mm,26.5
 206 ,20130415,86.4 cm,85.2 cm,171.3 cm,76.7 cm (30.2 in),75.4 cm,58.2 cm,25.5 cm,9.2 cm,59.3 kg,90-173,90-M(80)-173,75-M(77)-173,58ȣ,255mm,20.2
 207 ,20130415,100.0 cm,92.6 cm,184.5 cm,86.7 cm (34.1 in),81.2 cm,58.7 cm,27.7 cm,11.3 cm,77.6 kg,100-185,100-L(87)-185,85-M(82.3)-185,59ȣ,280mm,22.8
 208 ,20130415,93.3 cm,88.2 cm,177.2 cm,78.4 cm (30.9 in),78.2 cm,55.7 cm,28.4 cm,9.3 cm,64.1 kg,95-178,95-L(84)-178,80-M(79.2)-178,56ȣ,285mm,20.4
 209 ,20130415,106.1 cm,89.9 cm,180.0 cm,91.9 cm (36.2 in),79.4 cm,58.7 cm,26.6 cm,10.0 cm,83.1 kg,105-178,105-L(84)-178,90-M(79.2)-178,59ȣ,270mm,25.6
 210 ,20130415,107.0 cm,88.5 cm,177.4 cm,86.7 cm (34.1 in),78.3 cm,59.5 cm,26.9 cm,10.0 cm,79.4 kg,105-178,105-L(84)-178,85-M(79.2)-178,59ȣ,270mm,25.3
 211 ,20130415,89.3 cm,91.0 cm,182.5 cm,81.0 cm (31.9 in),80.5 cm,54.8 cm,28.6 cm,8.8 cm,59.9 kg,90-178,90-M(85)-185,80-M(82.3)-185,55ȣ,290mm,18.0
 212 ,20130415,94.9 cm,90.0 cm,179.4 cm,86.8 cm (34.2 in),78.9 cm,60.6 cm,31.3 cm,9.4 cm,73.6 kg,95-178,95-L(84)-178,85-M(79.2)-178,61ȣ,315mm,22.9
 213 ,20130415,104.0 cm,87.2 cm,175.2 cm,80.7 cm (31.8 in),77.0 cm,55.8 cm,26.7 cm,9.8 cm,73.5 kg,105-173,105-L(84)-178,80-M(77)-173,56ȣ,270mm,24.0
 214 ,20130415,112.9 cm,84.2 cm,168.9 cm,100.3 cm (39.5 in),74.6 cm,59.8 cm,25.6 cm,9.6 cm,91.1 kg,110-168,115-M(80)-173,100-M(77)-173,60ȣ,260mm,32.0
 215 ,20130415,107.8 cm,87.3 cm,174.2 cm,97.4 cm (38.3 in),76.8 cm,58.2 cm,26.3 cm,10.1 cm,86.1 kg,110-173,105-L(84)-178,95-M(77)-173,58ȣ,265mm,28.3
 216 ,20130415,92.3 cm,87.4 cm,175.0 cm,79.4 cm (31.3 in),77.1 cm,56.6 cm,26.6 cm,10.2 cm,61.1 kg,90-173,95-L(84)-178,80-M(77)-173,57ȣ,270mm,20.0
 217 ,20130415,98.7 cm,89.6 cm,179.2 cm,85.4 cm (33.6 in),79.2 cm,58.2 cm,28.0 cm,10.3 cm,72.7 kg,100-178,100-L(84)-178,85-M(79.2)-178,58ȣ,280mm,22.7
 218 ,20130415,106.2 cm,92.3 cm,183.9 cm,102.6 cm (40.4 in),81.2 cm,57.9 cm,27.0 cm,9.5 cm,91.6 kg,105-185,105-M(85)-185,105-M(82.3)-185,58ȣ,270mm,27.0
 219 ,20130415,113.5 cm,84.4 cm,168.8 cm,97.9 cm (38.5 in),74.5 cm,58.8 cm,24.8 cm,9.3 cm,83.4 kg,110-168,115-M(80)-173,95-S(71.8)-168,59ȣ,250mm,0.0
 220 ,20130415,99.1 cm,83.1 cm,165.8 cm,85.3 cm (33.6 in),72.9 cm,58.1 cm,25.9 cm,9.7 cm,67.6 kg,100-168,100-L(80)-168,85-S(71.8)-168,58ȣ,260mm,24.6
 221 ,20130415,98.8 cm,89.5 cm,178.1 cm,81.4 cm (32.0 in),78.6 cm,56.4 cm,26.4 cm,9.2 cm,72.6 kg,100-178,100-L(84)-178,80-M(79.2)-178,56ȣ,265mm,22.9
 222 ,20130415,97.4 cm,87.3 cm,175.3 cm,90.8 cm (35.8 in),77.4 cm,57.3 cm,27.0 cm,9.4 cm,64.0 kg,95-173,95-L(84)-178,90-M(77)-173,57ȣ,270mm,20.8
 223 ,20130415,93.9 cm,87.7 cm,175.9 cm,78.8 cm (31.0 in),77.7 cm,57.8 cm,26.3 cm,9.0 cm,62.4 kg,95-178,95-L(84)-178,80-S(76.2)-178,58ȣ,265mm,20.2
 224 ,20130415,100.5 cm,88.4 cm,176.2 cm,82.8 cm (32.6 in),77.5 cm,57.4 cm,27.8 cm,9.5 cm,71.3 kg,100-178,100-L(84)-178,85-S(76.2)-178,57ȣ,280mm,22.9
 225 ,20130415,90.2 cm,84.6 cm,169.1 cm,81.0 cm (31.9 in),74.4 cm,57.9 cm,24.7 cm,8.8 cm,56.4 kg,90-168,90-M(80)-173,80-M(74.8)-168,58ȣ,250mm,19.7
 226 ,20130415,103.4 cm,91.5 cm,182.4 cm,103.0 cm (40.6 in),80.2 cm,60.1 cm,26.9 cm,9.9 cm,99.1 kg,105-185,100-L(87)-185,105-M(82.3)-185,60ȣ,270mm,29.8
 227 ,20130415,116.3 cm,92.4 cm,184.8 cm,110.4 cm (43.5 in),81.3 cm,60.0 cm,29.0 cm,9.7 cm,103.6 kg,115-185,115-M(85)-185,110-M(82.3)-185,60ȣ,290mm,30.3
 228 ,20130415,92.6 cm,85.2 cm,170.3 cm,82.8 cm (32.6 in),75.1 cm,55.9 cm,24.7 cm,8.6 cm,57.7 kg,95-168,95-L(82)-173,85-M(74.8)-168,56ȣ,250mm,19.9
 229 ,20130415,99.2 cm,85.3 cm,170.5 cm,86.0 cm (33.9 in),75.1 cm,55.7 cm,25.8 cm,8.5 cm,67.2 kg,100-168,100-L(82)-173,85-M(74.8)-168,56ȣ,260mm,23.2
 230 ,20130415,100.7 cm,85.4 cm,171.3 cm,86.9 cm (34.2 in),75.7 cm,56.9 cm,26.3 cm,10.9 cm,72.1 kg,100-173,100-L(82)-173,85-M(77)-173,57ȣ,265mm,24.5
 231 ,20130415,109.0 cm,92.9 cm,186.7 cm,99.2 cm (39.0 in),82.3 cm,57.4 cm,27.1 cm,10.4 cm,98.2 kg,110-185,110-M(85)-185,100-M(82.3)-185,57ȣ,275mm,28.2
 232 ,20130415,96.2 cm,85.4 cm,170.9 cm,73.7 cm (29.0 in),75.3 cm,55.9 cm,27.3 cm,9.9 cm,65.8 kg,95-173,95-L(82)-173,75-M(77)-173,56ȣ,275mm,22.5
 233 ,20130415,99.8 cm,88.7 cm,176.6 cm,83.4 cm (32.8 in),77.9 cm,57.4 cm,27.3 cm,10.4 cm,69.4 kg,100-178,100-L(84)-178,85-M(79.2)-178,57ȣ,275mm,22.3
 234 ,20130415,94.0 cm,87.6 cm,175.7 cm,75.6 cm (29.8 in),77.4 cm,57.0 cm,26.7 cm,8.7 cm,60.1 kg,95-178,95-L(84)-178,75-M(77)-173,57ȣ,270mm,19.5
 235 ,20130415,116.7 cm,93.8 cm,187.3 cm,105.4 cm (41.5 in),82.8 cm,59.4 cm,30.5 cm,11.1 cm,107.2 kg,115-185,115-M(85)-185,105-M(82.3)-185,59ȣ,305mm,30.5
 236 ,20130415,128.4 cm,92.6 cm,184.9 cm,115.0 cm (45.3 in),81.6 cm,58.6 cm,28.4 cm,11.9 cm,130.8 kg,125-185,125-M(85)-185,115-M(82.3)-185,59ȣ,285mm,38.2
 237 ,20130415,102.0 cm,89.7 cm,179.5 cm,91.9 cm (36.2 in),79.3 cm,58.0 cm,28.7 cm,9.2 cm,78.9 kg,100-178,100-L(84)-178,90-M(79.2)-178,58ȣ,290mm,24.5
 238 ,20130415,94.4 cm,89.5 cm,179.6 cm,83.6 cm (32.9 in),79.1 cm,55.4 cm,27.7 cm,10.7 cm,77.0 kg,95-178,95-L(84)-178,85-M(79.2)-178,55ȣ,280mm,23.8
 239 ,20130415,80.2 cm,87.8 cm,176.4 cm,75.1 cm (29.6 in),77.9 cm,57.5 cm,26.5 cm,9.3 cm,62.9 kg,90-178,90-M(82)-178,75-M(79.2)-178,57ȣ,265mm,20.2
 240 ,20130415,89.0 cm,87.5 cm,175.5 cm,79.2 cm (31.2 in),77.4 cm,58.6 cm,27.5 cm,9.5 cm,60.0 kg,90-173,90-M(82)-178,80-M(77)-173,59ȣ,275mm,19.2
